0.09938784	412.30057
0.20491172	499.9416
0.30252334	551.9682
0.45424923	577.2663
0.53716666	596.4202
0.66136104	618.9867
0.78531325	633.334
0.930015	653.1547
1.054048	670.24176
1.1712183	687.3308
1.2951301	700.3082
1.4533756	713.9605
1.5974314	711.8634
1.7354723	738.53546
1.8863101	733.6966
2.0513172	743.92224
2.1886518	746.6217
2.3259459	747.95123
2.4841309	759.54877
2.6425579	779.3654
2.8007832	792.3328
2.9450004	795.71515
3.1168501	805.25385
3.2955222	813.42065
3.4330182	821.5995
3.6050496	837.30255
3.762972	839.996
3.9142337	849.5407
4.092805	854.28284
4.2575293	854.91943
4.429218	858.97864
4.6007648	858.24335
4.772655	869.1519
4.9168115	870.47943
5.108664	860.14905
5.307823	864.8852
5.465625	863.469
5.6644406	856.5612
5.8223023	857.1998
5.946194	869.4924
6.1589575	870.1148
6.344109	865.2659
6.494967	861.112
6.6739416	879.5528
6.852311	877.4456
7.0308213	880.13293
7.202187	873.2333
