250 -600
251.38 -599.034
252.759 -598.068
254.139 -597.102
255.519 -596.136
256.899 -595.17
258.278 -594.204
259.658 -593.238
261.038 -592.271
262.418 -591.305
263.797 -590.339
265.177 -589.373
266.557 -588.407
267.936 -587.441
269.316 -586.475
270.696 -585.509
272.076 -584.543
273.455 -583.577
274.835 -582.611
276.215 -581.644
277.595 -580.678
278.974 -579.712
280.354 -578.746
281.734 -577.78
283.113 -576.814
284.493 -575.848
285.873 -574.882
287.253 -573.915
288.632 -572.949
290.012 -571.983
291.392 -571.017
292.772 -570.051
294.151 -569.085
295.531 -568.119
296.911 -567.153
298.291 -566.186
299.671 -565.22
301.05 -564.254
302.43 -563.288
303.81 -562.322
305.19 -561.356
306.569 -560.39
307.949 -559.424
309.329 -558.457
310.709 -557.491
312.088 -556.525
313.468 -555.559
314.848 -554.593
316.228 -553.627
317.607 -552.661
318.987 -551.695
320.367 -550.728
321.747 -549.762
323.127 -548.796
324.506 -547.83
325.886 -546.864
327.266 -545.898
328.646 -544.932
330.026 -543.966
331.405 -542.999
332.785 -542.033
334.165 -541.067
335.545 -540.101
336.925 -539.135
338.304 -538.169
339.684 -537.203
341.064 -536.236
342.444 -535.27
343.824 -534.304
345.204 -533.338
346.583 -532.372
347.963 -531.406
349.343 -530.439
350.723 -529.473
352.103 -528.507
353.483 -527.541
354.862 -526.575
356.242 -525.608
357.622 -524.642
359.002 -523.676
360.382 -522.71
361.762 -521.744
363.142 -520.777
364.521 -519.811
365.901 -518.845
367.281 -517.879
368.661 -516.913
370.041 -515.947
371.421 -514.98
372.801 -514.014
374.181 -513.048
375.56 -512.082
376.94 -511.116
378.32 -510.149
379.7 -509.183
381.08 -508.217
382.46 -507.251
383.84 -506.284
385.22 -505.318
386.6 -504.352
387.98 -503.386
389.359 -502.42
390.739 -501.453
392.119 -500.487
393.499 -499.521
394.879 -498.555
396.259 -497.588
397.639 -496.622
399.019 -495.656
400.399 -494.69
401.779 -493.723
403.159 -492.757
404.539 -491.791
405.919 -490.825
407.299 -489.858
408.679 -488.892
410.059 -487.926
411.439 -486.959
412.819 -485.993
414.199 -485.027
415.579 -484.061
416.959 -483.094
418.339 -482.128
419.719 -481.162
421.099 -480.195
422.479 -479.229
423.859 -478.263
425.239 -477.296
426.619 -476.33
427.999 -475.364
429.379 -474.397
430.759 -473.431
432.139 -472.465
433.52 -471.498
434.9 -470.532
436.28 -469.566
437.66 -468.599
439.04 -467.633
440.42 -466.667
441.8 -465.7
443.18 -464.734
444.56 -463.768
445.941 -462.801
447.321 -461.835
448.701 -460.868
450.081 -459.902
451.461 -458.936
452.841 -457.969
454.222 -457.003
455.602 -456.036
456.982 -455.07
458.362 -454.103
459.742 -453.137
461.123 -452.171
462.503 -451.204
463.883 -450.238
465.263 -449.271
466.644 -448.305
468.024 -447.338
469.404 -446.372
470.784 -445.405
472.165 -444.439
473.545 -443.472
474.925 -442.506
476.306 -441.539
477.686 -440.573
479.066 -439.606
480.447 -438.64
481.827 -437.673
483.207 -436.707
484.588 -435.74
485.968 -434.774
487.348 -433.807
488.729 -432.841
490.109 -431.874
491.49 -430.907
492.87 -429.941
494.251 -428.974
495.631 -428.008
497.011 -427.041
498.392 -426.074
499.772 -425.108
501.153 -424.141
502.533 -423.174
503.914 -422.208
505.294 -421.241
506.675 -420.274
508.056 -419.308
509.436 -418.341
510.817 -417.374
512.197 -416.408
513.578 -415.441
514.959 -414.474
516.339 -413.508
517.72 -412.541
519.101 -411.574
520.481 -410.607
521.862 -409.641
523.243 -408.674
524.623 -407.707
526.004 -406.74
527.385 -405.773
528.766 -404.806
530.146 -403.84
531.527 -402.873
532.908 -401.906
534.289 -400.939
535.67 -399.972
537.051 -399.005
538.432 -398.038
539.812 -397.071
541.193 -396.105
542.574 -395.138
543.955 -394.171
545.336 -393.204
546.717 -392.237
548.098 -391.27
549.479 -390.303
550.86 -389.336
552.241 -388.369
553.622 -387.402
555.003 -386.435
556.385 -385.468
557.766 -384.5
559.147 -383.533
560.528 -382.566
561.909 -381.599
563.291 -380.632
564.672 -379.665
566.053 -378.698
567.434 -377.73
568.816 -376.763
570.197 -375.796
571.578 -374.829
572.96 -373.862
574.341 -372.894
575.723 -371.927
577.104 -370.96
578.485 -369.992
579.867 -369.025
581.249 -368.058
582.63 -367.09
584.012 -366.123
585.393 -365.156
586.775 -364.188
588.157 -363.221
589.538 -362.253
590.92 -361.286
592.302 -360.318
593.684 -359.351
595.065 -358.383
596.447 -357.416
597.829 -356.448
599.211 -355.48
600.593 -354.513
601.975 -353.545
603.357 -352.577
604.739 -351.61
606.121 -350.642
607.503 -349.674
608.885 -348.706
610.267 -347.739
611.649 -346.771
613.032 -345.803
614.414 -344.835
615.796 -343.867
617.178 -342.899
618.561 -341.931
619.943 -340.963
621.326 -339.995
622.708 -339.027
624.091 -338.059
625.473 -337.091
626.856 -336.123
628.238 -335.155
629.621 -334.187
631.004 -333.219
632.387 -332.25
633.769 -331.282
635.152 -330.314
636.535 -329.346
637.918 -328.377
639.301 -327.409
640.684 -326.44
642.067 -325.472
643.45 -324.503
644.833 -323.535
646.217 -322.566
647.6 -321.598
648.983 -320.629
650.367 -319.661
651.75 -318.692
653.133 -317.723
654.517 -316.754
655.901 -315.786
657.284 -314.817
658.668 -313.848
660.052 -312.879
661.435 -311.91
662.819 -310.941
664.203 -309.972
665.587 -309.003
666.971 -308.034
668.355 -307.065
669.739 -306.096
671.124 -305.126
672.508 -304.157
673.892 -303.188
675.277 -302.218
676.661 -301.249
678.046 -300.28
