250 -600
251.396 -599.058
252.793 -598.116
254.189 -597.174
255.585 -596.233
256.982 -595.291
258.378 -594.349
259.775 -593.407
261.171 -592.465
262.567 -591.523
263.964 -590.582
265.36 -589.64
266.757 -588.698
268.153 -587.756
269.549 -586.814
270.946 -585.872
272.342 -584.931
273.738 -583.989
275.135 -583.047
276.531 -582.105
277.928 -581.163
279.324 -580.221
280.72 -579.28
282.117 -578.338
283.513 -577.396
284.91 -576.454
286.306 -575.512
287.703 -574.57
289.099 -573.629
290.495 -572.687
291.892 -571.745
293.288 -570.803
294.685 -569.861
296.081 -568.919
297.478 -567.978
298.874 -567.036
300.271 -566.094
301.667 -565.152
303.063 -564.21
304.46 -563.268
305.856 -562.327
307.253 -561.385
308.649 -560.443
310.046 -559.501
311.442 -558.559
312.839 -557.617
314.235 -556.676
315.632 -555.734
317.028 -554.792
318.425 -553.85
319.821 -552.908
321.218 -551.967
322.614 -551.025
324.011 -550.083
325.407 -549.141
326.804 -548.2
328.2 -547.258
329.597 -546.316
330.993 -545.374
332.39 -544.432
333.786 -543.491
335.183 -542.549
336.58 -541.607
337.976 -540.665
339.373 -539.724
340.769 -538.782
342.166 -537.84
343.562 -536.898
344.959 -535.956
346.356 -535.015
347.752 -534.073
349.149 -533.131
350.545 -532.189
351.942 -531.248
353.339 -530.306
354.735 -529.364
356.132 -528.422
357.528 -527.481
358.925 -526.539
360.322 -525.597
361.718 -524.655
363.115 -523.713
364.512 -522.772
365.908 -521.83
367.305 -520.888
368.702 -519.947
370.098 -519.005
371.495 -518.063
372.892 -517.121
374.288 -516.18
375.685 -515.238
377.082 -514.296
378.478 -513.355
379.875 -512.413
381.272 -511.471
382.669 -510.529
384.065 -509.588
385.462 -508.646
386.859 -507.704
388.256 -506.763
389.652 -505.821
391.049 -504.879
392.446 -503.938
393.843 -502.996
395.24 -502.054
396.636 -501.113
398.033 -500.171
399.43 -499.229
400.827 -498.288
402.224 -497.346
403.62 -496.404
405.017 -495.463
406.414 -494.521
407.811 -493.579
409.208 -492.638
410.605 -491.696
412.002 -490.754
413.399 -489.813
414.796 -488.871
416.193 -487.929
417.589 -486.988
418.986 -486.046
420.383 -485.105
421.78 -484.163
423.177 -483.221
424.574 -482.28
425.971 -481.338
427.368 -480.396
428.765 -479.455
430.162 -478.513
431.559 -477.572
432.956 -476.63
434.353 -475.689
435.751 -474.747
437.148 -473.805
438.545 -472.864
439.942 -471.922
441.339 -470.981
442.736 -470.039
444.133 -469.098
445.53 -468.156
446.928 -467.215
448.325 -466.273
