-4.2365074	-197.29343
13.188433	-184.69629
43.470253	-173.01164
69.53398	-157.71953
99.907906	-141.53036
130.28181	-125.341225
160.63731	-110.05297
182.35402	-97.459694
216.92761	-85.778915
234.27887	-76.78537
255.88506	-69.597496
273.2179	-61.504852
294.76883	-57.01968
316.3382	-51.633606
342.2177	-45.350502
372.3706	-39.97216
411.0886	-35.502457
453.96942	-37.342922
488.26672	-39.175655
526.70844	-48.219463
569.42346	-58.168037
607.7731	-71.716354
641.8493	-84.35989
675.90717	-97.90434
701.3815	-111.441055
718.3275	-122.267334
743.8386	-134.00224
773.5679	-149.34462
807.58887	-164.69087
828.78986	-177.32281
845.69904	-189.9509
862.66345	-199.87627

